ClienteID,Edad,Genero,Pais,Suscripcion_Meses,Plan,Horas_Semanales_Uso,Satisfaccion,Soporte_Contactos,Promocion_Usada,GastoMensual,Cancela
4040,25.0,Masculino,México,46,Premium,5.4,2,4,No,30.58,0
4041,30.0,Masculino,Chile,22,Estándar,9.4,,1,Sí,19.58,0
4042,33.0,Femenino,España,29,Estándar,10.0,1,1,No,19.37,0
4043,21.0,Masculino,Argentina,47,Estándar,13.1,4,3,Sí,20.96,0
4044,43.0,Femenino,Chile,34,Básico,11.4,3,2,No,5.82,0
4045,35.0,,Argentina,28,Estándar,13.6,4,0,No,24.59,0
4046,43.0,Femenino,España,54,Básico,8.5,3,4,No,8.92,0
4047,40.0,Masculino,España,45,Premium,2.6,4,4,No,28.56,0
4048,45.0,Femenino,México,48,Básico,8.2,2,3,No,7.48,0
4049,29.0,Masculino,México,26,Estándar,5.8,3,2,No,20.03,0
4050,33.0,Masculino,México,21,Básico,9.9,5,3,No,7.78,0
4051,40.0,Femenino,Perú,42,Estándar,8.6,4,1,Sí,23.11,0
4052,32.0,Femenino,Perú,12,Estándar,10.4,4,2,No,22.45,0
4053,43.0,Femenino,España,36,Básico,9.5,2,3,Sí,8.92,1
4054,36.0,Masculino,España,8,Estándar,12.9,4,2,No,24.25,0
4055,46.0,Femenino,Argentina,37,Estándar,11.2,4,4,No,17.03,0
4056,52.0,Masculino,Chile,28,Premium,9.6,3,0,No,32.33,0
4057,42.0,,Chile,40,Premium,10.0,5,3,No,29.89,0
4058,35.0,Femenino,España,33,Premium,11.6,3,2,Sí,28.31,0
4059,31.0,Femenino,España,33,Básico,8.9,4,3,No,11.06,1
4060,43.0,Femenino,México,46,Estándar,12.5,3,3,Sí,18.53,0
4061,56.0,Masculino,Argentina,21,Básico,6.8,,1,No,12.61,0
4062,31.0,Otro,Perú,44,Básico,7.2,4,2,No,4.9,1
4063,40.0,Masculino,Chile,20,Estándar,10.5,4,7,No,19.33,0
4064,31.0,Femenino,México,18,Estándar,7.6,4,5,No,22.33,0
4065,25.0,Masculino,España,59,Estándar,12.7,5,1,No,20.76,0
4066,31.0,,Argentina,35,Básico,9.0,2,1,No,14.59,1
4067,25.0,Masculino,Perú,47,Premium,8.1,3,0,No,35.3,0
4068,51.0,Femenino,México,13,Estándar,7.2,3,2,No,20.27,0
4069,37.0,Masculino,México,10,Básico,10.2,4,1,No,11.45,0
4070,51.0,Femenino,España,32,Básico,11.9,5,1,No,7.31,0
4071,48.0,Masculino,Chile,3,Premium,13.0,3,5,No,28.93,0
4072,39.0,Masculino,Chile,14,Estándar,7.5,1,0,No,20.27,0
4073,40.0,,Chile,58,Estándar,5.5,2,1,Sí,27.53,0
4074,30.0,Masculino,Argentina,19,Premium,6.1,4,2,No,23.8,0
4075,32.0,Femenino,Chile,1,Premium,16.7,1,1,Sí,22.57,0
4076,41.0,Femenino,México,41,Estándar,11.7,3,5,No,18.42,0
4077,50.0,Masculino,Chile,14,Premium,3.8,3,2,Sí,33.39,0
4078,14.0,Masculino,Perú,14,Estándar,10.8,5,2,No,17.05,0
4079,32.0,Masculino,España,27,Básico,7.1,3,2,Sí,12.22,1
4080,37.0,Masculino,Argentina,37,Estándar,16.6,1,1,No,24.34,0
4081,30.0,,Chile,10,Estándar,9.4,3,0,No,17.03,0
4082,53.0,Femenino,Argentina,8,Básico,4.2,3,1,No,10.1,1
4083,28.0,Masculino,Perú,21,Básico,10.6,4,2,Sí,9.13,1
4084,37.0,Masculino,México,28,Premium,12.5,2,4,Sí,24.17,0
4085,43.0,Otro,Argentina,41,Premium,3.8,1,2,No,28.93,0
4086,40.0,Femenino,México,54,Estándar,7.1,3,2,No,27.19,0
4087,35.0,Femenino,Perú,55,Básico,4.8,4,0,Sí,8.72,1
4088,31.0,Femenino,Argentina,14,Estándar,5.8,5,0,No,15.83,0
4089,37.0,Masculino,Perú,51,Premium,5.4,1,1,No,29.07,0
4090,45.0,Femenino,Argentina,47,Estándar,9.3,3,2,No,17.53,0
4091,33.0,Masculino,México,29,Estándar,9.8,1,1,Sí,18.8,0
4092,36.0,Masculino,México,34,Estándar,8.5,2,1,No,17.89,0
4093,35.0,Masculino,Chile,13,Premium,16.1,3,2,Sí,27.75,0
4094,27.0,Femenino,Chile,19,Básico,8.8,2,2,No,7.24,0
4095,16.0,Masculino,Chile,52,Estándar,10.0,5,2,Sí,20.7,0
4096,24.0,Masculino,México,38,Estándar,14.1,4,3,No,17.99,0
4097,37.0,Masculino,Chile,4,Básico,14.1,4,4,No,9.45,0
4098,39.0,Femenino,España,13,Premium,12.2,5,1,No,23.88,0
4099,39.0,Femenino,España,22,Básico,3.9,4,3,Sí,9.54,0
4100,38.0,,Chile,32,Estándar,4.5,3,3,No,23.52,0
4101,54.0,Masculino,España,25,Premium,11.0,3,5,No,26.8,0
4102,29.0,Masculino,México,49,Básico,9.6,4,1,No,10.2,0
4103,32.0,Femenino,Perú,22,Estándar,9.5,3,0,Sí,22.15,0
4104,34.0,Masculino,Argentina,31,Básico,11.6,3,0,No,4.68,0
4105,23.0,Masculino,España,40,Estándar,8.8,3,0,No,17.0,0
4106,30.0,Masculino,México,37,Estándar,11.6,5,2,No,26.03,0
4107,47.0,Femenino,Perú,28,Básico,6.3,1,2,No,13.32,0
4108,42.0,,España,52,Básico,15.6,3,4,No,8.99,1
4109,38.0,Femenino,Perú,47,Básico,17.5,4,2,Sí,7.88,1
4110,40.0,Femenino,España,57,Básico,5.0,3,4,No,9.2,1
4111,33.0,Otro,Chile,17,Estándar,9.8,2,2,No,25.19,0
4112,36.0,Femenino,España,54,Básico,12.2,3,2,No,8.11,0
4113,17.0,Otro,Perú,17,Estándar,12.4,3,2,No,16.48,0
4114,33.0,Femenino,Argentina,47,Premium,9.6,4,0,No,19.83,0
4115,37.0,Masculino,España,48,Básico,5.7,3,2,No,6.21,1
4116,50.0,Femenino,Chile,24,Básico,5.8,5,3,No,16.73,0
4117,36.0,Masculino,Chile,16,Básico,14.6,2,1,No,12.53,0
4118,33.0,Masculino,Chile,28,Básico,8.7,1,3,No,5.08,1
4119,36.0,Masculino,Argentina,45,Premium,12.7,2,2,No,35.4,0
4120,24.0,Masculino,México,25,Premium,10.0,4,0,Sí,35.2,0
4121,47.0,Masculino,Perú,4,Básico,-3.1,2,2,Sí,6.16,1
4122,54.0,Femenino,Chile,16,Estándar,6.2,3,1,No,22.69,0
4123,38.0,Femenino,Perú,45,Premium,7.1,3,1,Sí,22.15,0
4124,46.0,Femenino,México,1,Premium,11.5,3,2,Sí,28.51,0
4125,39.0,Masculino,Chile,13,Básico,7.3,,1,Sí,11.93,1
4126,22.0,Femenino,Argentina,35,Estándar,13.2,3,2,No,18.44,0
4127,26.0,Femenino,México,55,Básico,14.2,3,4,No,8.23,0
4128,19.0,Masculino,Chile,44,Básico,11.6,3,3,No,12.1,0
4129,40.0,Femenino,Chile,45,Básico,15.3,1,2,No,8.24,0
4130,26.0,Masculino,México,17,Básico,12.0,5,2,No,3.04,0
4131,38.0,Masculino,Chile,56,Estándar,12.4,5,1,Sí,21.44,0
4132,29.0,Femenino,México,30,Estándar,20.8,3,3,No,25.65,0
4133,56.0,Masculino,Chile,50,Básico,9.2,2,4,No,11.8,0
4134,54.0,Masculino,Perú,54,Básico,8.7,3,1,No,8.27,0
4135,52.0,Masculino,España,12,Básico,11.2,,3,No,14.79,1
4136,33.0,Masculino,España,55,Estándar,13.9,2,1,No,19.62,0
4137,31.0,Masculino,España,1,Estándar,10.8,2,2,Sí,17.88,0
4138,34.0,Masculino,España,23,Estándar,10.0,3,6,Sí,25.99,0
4139,12.0,Femenino,México,3,Básico,14.7,5,1,No,11.66,0
4140,30.0,Masculino,Argentina,13,Estándar,8.1,2,0,No,15.85,0
4141,62.0,Otro,Perú,28,Estándar,6.3,,4,No,23.77,0
4142,44.0,Masculino,España,8,Premium,16.9,3,2,Sí,30.53,0
4143,33.0,Femenino,España,39,Estándar,18.4,5,5,No,25.29,0
4144,28.0,Otro,Argentina,54,Básico,13.9,3,2,Sí,7.19,0
4145,33.0,Femenino,Perú,16,Básico,8.1,3,2,Sí,7.01,1
4146,32.0,Masculino,México,7,Estándar,9.7,1,2,Sí,25.29,0
4147,47.0,Masculino,México,33,Estándar,7.3,2,3,No,20.86,0
4148,45.0,Masculino,España,26,Estándar,7.2,,1,No,18.9,0
4149,28.0,Femenino,México,40,Básico,15.3,5,3,No,5.54,0
4150,53.0,Masculino,Chile,57,Premium,13.8,3,4,Sí,36.85,0
4151,44.0,Masculino,Chile,2,Estándar,13.3,1,1,Sí,18.6,0
4152,34.0,Masculino,México,14,Estándar,10.1,3,2,No,21.25,0
4153,37.0,Femenino,Chile,33,Estándar,6.8,4,3,Sí,20.07,0
4154,28.0,Masculino,Perú,44,Estándar,9.4,5,1,No,27.49,0
4155,29.0,Masculino,España,32,Premium,5.0,4,2,Sí,25.68,0
4156,45.0,Femenino,Argentina,6,Básico,11.9,1,2,Sí,12.17,1
4157,38.0,Femenino,España,11,Básico,13.1,,3,No,9.72,0
4158,44.0,Masculino,Perú,43,Estándar,10.2,4,3,Sí,10.47,0
4159,17.0,Masculino,México,53,Estándar,9.9,2,3,No,17.83,0
4160,29.0,Masculino,México,32,Estándar,7.8,3,4,No,22.83,0
4161,28.0,Masculino,Argentina,36,Premium,10.4,2,1,No,27.11,0
4162,19.0,Masculino,Argentina,38,Estándar,15.5,2,4,No,20.55,0
4163,41.0,Masculino,México,21,Básico,6.4,4,2,Sí,7.27,1
4164,22.0,Femenino,Chile,40,Básico,17.4,5,3,No,7.88,0
4165,58.0,Femenino,Chile,19,Estándar,11.7,4,1,Sí,20.45,0
4166,31.0,Masculino,Chile,25,Estándar,13.4,4,3,No,24.74,0
4167,32.0,Femenino,España,10,Estándar,11.1,3,4,Sí,15.22,0
4168,44.0,Masculino,Perú,16,Básico,8.2,5,3,No,15.14,0
4169,30.0,Masculino,España,56,Estándar,8.9,2,2,No,20.22,0
4170,21.0,Masculino,Argentina,36,Premium,2.7,2,1,No,33.31,0
4171,46.0,Masculino,Chile,20,Estándar,11.8,4,2,No,26.93,0
4172,42.0,Masculino,España,40,Estándar,6.3,2,1,No,16.37,0
4173,35.0,Femenino,Argentina,58,Premium,5.7,5,1,No,25.65,0
4174,27.0,Femenino,Chile,30,Básico,13.6,3,4,Sí,8.58,0
4175,50.0,Femenino,México,45,Premium,11.3,5,4,No,25.84,0
4176,36.0,Femenino,México,54,Premium,12.9,2,2,No,24.89,0
4177,37.0,Masculino,México,51,Básico,7.7,3,2,No,12.21,0
4178,14.0,Femenino,Perú,24,Premium,14.4,2,1,Sí,31.28,0
4179,44.0,Femenino,México,50,Básico,2.3,5,2,No,13.08,1
4180,33.0,Masculino,México,52,Premium,4.6,3,2,No,31.25,0
4181,37.0,Femenino,Perú,40,Estándar,13.7,4,2,Sí,21.38,0
4182,41.0,,Argentina,55,Premium,9.2,3,0,No,18.16,0
4183,26.0,Femenino,España,13,Básico,12.4,3,2,No,10.4,1
4184,51.0,Femenino,España,2,Premium,10.1,3,1,No,35.08,0
4185,33.0,Femenino,Chile,48,Básico,10.7,4,0,No,10.17,0
4186,38.0,Masculino,Perú,52,Premium,12.2,2,4,No,32.22,0
4187,40.0,Femenino,España,45,Premium,3.9,4,4,No,28.28,0
4188,25.0,Femenino,Argentina,34,Estándar,12.0,3,6,No,20.11,0
4189,43.0,Femenino,Argentina,24,Estándar,11.8,4,0,No,14.08,0
4190,37.0,Masculino,Argentina,12,Estándar,9.8,1,3,No,22.59,0
4191,46.0,Femenino,Perú,41,Estándar,7.0,2,3,No,18.08,0
4192,29.0,Masculino,Argentina,44,Estándar,11.7,4,2,Sí,19.66,0
4193,41.0,Femenino,Argentina,41,Estándar,12.4,4,2,No,23.55,0
4194,39.0,Femenino,México,6,Básico,6.6,,3,No,4.3,1
4195,47.0,Femenino,México,58,Básico,8.6,3,3,No,9.26,0
4196,42.0,Masculino,Perú,26,Estándar,14.8,3,4,No,16.24,0
4197,34.0,Masculino,Perú,19,Básico,9.2,3,0,Sí,7.44,0
4198,28.0,Femenino,Chile,55,Básico,11.6,4,4,No,7.82,0
4199,26.0,Femenino,Argentina,7,Estándar,11.5,,0,No,16.72,0
4200,37.0,Femenino,México,14,Básico,8.2,1,2,No,13.23,0
4201,34.0,Masculino,México,34,Premium,10.6,1,5,Sí,25.65,0
4202,40.0,Masculino,España,45,Estándar,9.9,3,3,No,16.94,0
4203,33.0,Femenino,España,45,Básico,3.2,3,1,Sí,12.03,1
4204,35.0,Masculino,México,6,Básico,9.6,,1,No,12.96,0
4205,40.0,Femenino,México,52,Premium,14.3,2,3,Sí,35.3,0
4206,20.0,Masculino,España,38,Estándar,9.5,4,1,No,28.25,0
4207,42.0,Masculino,Argentina,18,Estándar,10.1,2,4,No,19.25,0
4208,43.0,Femenino,Argentina,13,Premium,13.9,3,2,No,29.69,0
4209,43.0,Femenino,Argentina,3,Estándar,9.3,4,4,No,18.2,0
4210,50.0,Femenino,México,53,Básico,11.8,3,2,No,8.64,0
4211,37.0,Otro,México,44,Estándar,12.8,3,1,Sí,17.91,0
4212,56.0,Masculino,Perú,1,Básico,12.8,4,2,Sí,8.37,1
4213,23.0,Femenino,México,13,Básico,5.8,3,1,Sí,11.24,0
4214,30.0,Femenino,Chile,11,Básico,13.5,4,3,Sí,7.08,0
4215,35.0,Femenino,México,23,Básico,13.3,2,1,No,6.33,0
4216,58.0,Masculino,México,15,Básico,9.5,5,3,No,7.03,1
4217,51.0,,México,1,Básico,5.4,3,2,No,11.35,1
4218,31.0,Masculino,Argentina,15,Estándar,18.9,2,3,No,19.74,0
4219,44.0,Masculino,Perú,22,Básico,10.4,5,0,No,5.65,0
4220,38.0,Femenino,Perú,55,Premium,3.6,4,0,Sí,33.05,0
4221,40.0,Masculino,México,51,Básico,9.9,2,1,No,4.44,1
4222,17.0,Femenino,Argentina,30,Estándar,13.2,1,1,No,18.94,0
4223,29.0,Masculino,Argentina,33,Básico,11.8,4,1,No,11.99,0
4224,58.0,Femenino,España,45,Básico,3.4,4,2,No,10.61,0
4225,27.0,Masculino,España,33,Estándar,12.6,3,1,No,19.71,0
4226,42.0,Femenino,México,28,Básico,0.9,3,0,Sí,12.47,1
4227,21.0,Femenino,Chile,49,Estándar,8.6,3,4,No,21.78,0
4228,31.0,Femenino,Argentina,56,Estándar,13.5,3,1,Sí,19.44,0
4229,27.0,Masculino,México,41,Básico,4.1,1,0,No,14.4,1
4230,42.0,Masculino,México,54,Estándar,10.2,4,1,Sí,19.22,0
4231,34.0,,Chile,55,Estándar,8.6,3,1,No,20.41,0
4232,47.0,Masculino,Chile,48,Estándar,7.7,5,3,No,20.26,0
4233,26.0,Femenino,Perú,6,Estándar,6.1,4,2,No,20.84,0
4234,47.0,Femenino,México,27,Básico,5.6,4,4,No,11.51,0
4235,37.0,Otro,Perú,31,Premium,6.3,4,1,No,27.52,0
4236,44.0,Masculino,Perú,35,Premium,13.7,,0,No,29.76,0
4237,33.0,Femenino,Perú,43,Básico,10.9,1,1,Sí,12.89,1
4238,14.0,Masculino,Chile,20,Estándar,10.2,1,1,No,20.34,0
4239,15.0,Otro,Perú,38,Estándar,6.7,5,3,No,11.65,0
4240,44.0,Masculino,Perú,43,Premium,2.7,3,2,No,32.64,0
4241,41.0,Femenino,España,38,Estándar,11.7,2,2,No,19.55,0
4242,37.0,Femenino,España,30,Estándar,14.7,3,3,No,13.91,0
4243,38.0,Masculino,Chile,5,Estándar,9.9,4,1,No,16.64,0
4244,30.0,Femenino,Chile,27,Estándar,11.0,3,1,No,20.37,0
4245,30.0,Femenino,España,5,Básico,1.0,3,2,No,15.99,0
4246,27.0,,España,27,Estándar,10.5,4,0,No,14.03,0
4247,56.0,Masculino,Chile,33,Básico,9.3,3,6,Sí,9.9,1
4248,33.0,Femenino,España,33,Básico,10.2,3,0,No,12.33,1
4249,53.0,Femenino,México,44,Básico,9.0,1,2,No,12.01,1
4250,29.0,Femenino,Argentina,3,Básico,3.3,1,2,No,11.13,0
4251,22.0,Masculino,Chile,8,Estándar,13.3,,1,Sí,19.32,0
4252,63.0,,España,2,Básico,1.8,1,0,Sí,10.68,1
4253,44.0,Femenino,Argentina,8,Básico,6.6,4,3,No,14.03,1
4254,16.0,Masculino,Chile,30,Premium,10.2,,4,No,29.39,0
4255,45.0,Masculino,España,11,Básico,9.7,4,0,No,9.32,0
4256,29.0,Masculino,México,11,Básico,8.6,4,2,No,10.11,0
4257,17.0,Masculino,México,19,Básico,8.5,3,3,No,8.96,0
4258,39.0,,México,54,Básico,12.7,3,3,No,8.61,0
4259,29.0,Masculino,México,13,Estándar,6.4,3,6,No,19.51,0
4260,30.0,Masculino,España,31,Estándar,8.3,3,1,Sí,16.5,0
4261,35.0,Masculino,Argentina,12,Básico,11.7,4,5,No,11.89,1
4262,37.0,Masculino,Argentina,22,Básico,12.6,1,7,No,13.68,0
4263,20.0,Femenino,Perú,51,Premium,5.9,5,3,Sí,36.0,0
4264,50.0,Otro,España,5,Premium,5.9,2,2,Sí,27.7,0
4265,48.0,Masculino,Chile,50,Estándar,12.7,1,1,No,18.41,0
4266,38.0,Masculino,Chile,14,Básico,10.2,3,0,No,8.52,0
4267,40.0,Otro,Chile,57,Básico,10.1,4,1,No,12.69,0
4268,41.0,Femenino,Argentina,16,Básico,4.2,3,1,No,11.12,0
4269,52.0,Femenino,Perú,44,Premium,9.2,3,2,No,32.3,0
4270,35.0,Femenino,México,26,Premium,14.9,3,0,No,25.84,0
4271,37.0,Masculino,Chile,43,Básico,11.8,4,6,Sí,12.15,0
4272,41.0,Masculino,Argentina,59,Básico,11.0,4,1,No,7.57,0
4273,22.0,Masculino,Argentina,5,Básico,8.5,5,0,No,17.44,0
4274,41.0,Femenino,Chile,33,Premium,10.0,4,5,Sí,25.22,0
4275,43.0,Femenino,Chile,10,Premium,13.8,1,5,No,30.11,0
4276,36.0,Femenino,Perú,12,Básico,9.7,5,2,Sí,10.76,1
4277,57.0,Masculino,España,59,Estándar,14.6,4,1,No,13.45,0
4278,33.0,Masculino,España,8,Básico,7.5,3,1,No,10.57,0
4279,48.0,Femenino,México,4,Premium,2.8,3,2,Sí,22.96,0
4280,25.0,,México,25,Premium,9.1,3,1,No,28.3,0
4281,19.0,Femenino,Argentina,30,Premium,11.3,3,4,No,40.38,0
4282,26.0,Masculino,Perú,45,Básico,5.3,3,0,No,8.26,1
4283,25.0,Masculino,España,27,Premium,6.1,1,2,No,35.9,0
4284,24.0,Masculino,Argentina,28,Básico,10.7,1,5,No,8.38,0
4285,41.0,Femenino,Perú,36,Estándar,3.2,2,3,No,26.65,0
4286,34.0,Femenino,España,45,Básico,13.9,2,0,Sí,9.1,0
4287,36.0,Femenino,Argentina,54,Básico,4.0,3,4,Sí,13.1,1
4288,17.0,,Perú,43,Básico,13.2,3,2,No,11.28,0
4289,21.0,Masculino,Argentina,40,Estándar,12.9,3,2,No,18.0,0
4290,43.0,Femenino,Chile,10,Estándar,13.3,3,2,Sí,19.9,0
4291,40.0,Femenino,México,3,Básico,13.0,3,3,Sí,7.93,1
4292,40.0,Femenino,Argentina,43,Básico,10.6,4,5,No,10.63,0
4293,43.0,Masculino,Perú,5,Premium,7.8,3,2,No,24.5,0
4294,41.0,Masculino,Chile,52,Básico,11.5,1,2,Sí,9.17,1
4295,37.0,Femenino,Perú,27,Premium,7.5,3,1,Sí,38.52,0
4296,36.0,Femenino,Perú,18,Básico,14.3,3,3,No,8.71,0
4297,39.0,Masculino,Argentina,51,Básico,6.3,5,0,No,7.05,0
4298,28.0,Masculino,México,57,Estándar,8.6,2,5,No,26.79,0
4299,45.0,Femenino,Chile,26,Premium,17.4,4,1,Sí,32.06,0
4300,27.0,Masculino,Perú,31,Premium,15.9,5,3,No,24.3,0
4301,35.0,Femenino,Perú,14,Premium,13.8,4,4,No,29.82,0
4302,40.0,Masculino,Argentina,13,Estándar,15.2,1,1,No,20.02,0
4303,38.0,Femenino,Argentina,6,Básico,14.0,2,5,Sí,15.42,1
4304,33.0,Masculino,México,43,Básico,12.6,,3,No,7.97,0
4305,22.0,Femenino,México,19,Estándar,7.4,5,2,No,15.9,0
4306,40.0,Masculino,Chile,5,Estándar,6.0,2,4,No,18.4,0
4307,39.0,Masculino,México,11,Básico,13.7,2,1,Sí,11.79,0
4308,33.0,Femenino,Perú,52,Estándar,8.1,4,3,No,21.72,0
4309,44.0,Masculino,España,36,Básico,11.2,5,6,No,7.07,0
4310,39.0,Masculino,México,21,Básico,10.1,1,1,Sí,9.66,1
4311,42.0,Femenino,Chile,15,Premium,12.2,4,0,Sí,35.67,0
4312,34.0,Masculino,Argentina,51,Básico,13.2,3,3,No,11.56,0
4313,21.0,Masculino,Chile,32,Básico,10.4,3,2,No,7.78,0
4314,36.0,,España,44,Básico,10.2,,4,No,5.6,1
4315,48.0,Femenino,Argentina,39,Estándar,16.7,3,1,No,18.06,0
4316,36.0,Otro,México,8,Estándar,13.4,,1,Sí,10.98,0
4317,44.0,Femenino,Perú,21,Básico,11.0,4,2,Sí,10.99,1
4318,5.0,Masculino,Chile,21,Estándar,6.7,3,2,No,17.86,0
4319,21.0,Masculino,Chile,52,Estándar,9.0,3,3,Sí,22.01,0
4320,45.0,Femenino,España,34,Premium,12.7,4,2,No,28.04,0
4321,64.0,Femenino,Argentina,54,Básico,4.9,3,2,No,8.49,0
4322,12.0,Masculino,Chile,55,Básico,17.6,4,3,No,9.8,0
4323,47.0,Masculino,Chile,36,Básico,14.2,3,3,No,11.2,0
4324,24.0,Masculino,España,1,Estándar,8.5,5,1,No,19.75,0
4325,39.0,Masculino,España,4,Premium,11.4,1,1,No,32.57,0
4326,30.0,Masculino,España,39,Premium,8.5,3,1,No,36.89,0
4327,35.0,Femenino,Perú,24,Premium,9.6,1,0,Sí,27.42,0
4328,16.0,Femenino,México,15,Estándar,11.8,4,1,No,21.07,0
4329,24.0,Masculino,España,46,Estándar,11.1,1,3,No,16.94,0
4330,49.0,Femenino,España,32,Premium,0.2,3,1,Sí,34.59,0
4331,21.0,Femenino,México,13,Premium,13.2,3,2,Sí,31.09,0
4332,32.0,,México,40,Premium,10.4,5,3,No,27.57,0
4333,38.0,,Chile,54,Básico,15.9,2,0,No,11.59,1
4334,28.0,Otro,España,35,Básico,10.7,3,2,No,12.36,0
4335,33.0,Masculino,Chile,11,Premium,15.4,,2,No,27.28,0
4336,37.0,Femenino,Perú,29,Premium,12.3,3,0,Sí,25.09,0
4337,43.0,Masculino,México,25,Premium,16.0,5,0,No,22.54,0
4338,34.0,Femenino,España,56,Estándar,17.8,,3,No,18.89,0
4339,18.0,Masculino,Chile,42,Básico,20.4,1,5,No,12.33,0
4340,45.0,Masculino,Perú,49,Básico,8.9,2,1,Sí,1.93,0
4341,38.0,Masculino,México,2,Premium,2.6,3,5,Sí,30.08,0
4342,41.0,Femenino,Perú,49,Básico,11.9,3,2,No,14.89,0
4343,34.0,Femenino,Chile,3,Estándar,8.4,3,5,No,22.19,0
4344,44.0,Otro,España,20,Estándar,16.6,5,2,No,23.33,0
4345,47.0,Femenino,México,25,Básico,17.5,4,3,No,6.71,0
4346,36.0,Femenino,España,22,Premium,14.2,,1,Sí,36.98,0
4347,25.0,Masculino,Argentina,37,Premium,9.7,5,2,No,31.25,0
4348,42.0,Masculino,Chile,50,Premium,10.6,5,3,Sí,31.76,0
4349,16.0,Masculino,Argentina,31,Estándar,8.1,3,2,No,24.61,0
4350,46.0,Femenino,Chile,33,Estándar,12.7,,3,Sí,18.25,0
4351,52.0,Masculino,México,15,Básico,12.3,3,3,Sí,9.41,0
4352,43.0,Femenino,Argentina,10,Estándar,10.4,2,1,No,16.68,0
4353,30.0,Masculino,España,24,Estándar,15.3,4,1,No,21.62,0
4354,50.0,Femenino,Chile,1,Estándar,9.2,3,4,No,18.16,0
4355,41.0,Masculino,Argentina,51,Básico,12.7,1,0,No,9.46,0
4356,48.0,Masculino,Chile,53,Básico,9.7,4,3,Sí,12.7,1
4357,33.0,Masculino,México,36,Básico,12.0,2,4,No,7.18,1
4358,45.0,Femenino,España,3,Estándar,14.9,3,2,Sí,20.61,0
4359,20.0,Femenino,México,24,Básico,9.2,4,4,Sí,13.24,1
4360,35.0,Masculino,Argentina,49,Básico,8.8,4,0,No,10.46,0
4361,34.0,Femenino,Chile,58,Básico,9.3,2,3,No,12.55,0
4362,31.0,Masculino,Chile,30,Estándar,6.5,3,2,Sí,14.75,0
4363,42.0,,Argentina,2,Básico,11.8,4,1,Sí,9.82,0
4364,28.0,Masculino,España,7,Premium,7.4,,1,No,29.88,0
4365,28.0,Femenino,Chile,46,Estándar,7.2,5,1,No,17.5,0
4366,40.0,Masculino,España,42,Básico,6.2,2,4,No,8.49,0
4367,23.0,Masculino,España,4,Básico,10.5,2,4,No,12.34,0
4368,34.0,Femenino,España,45,Básico,15.7,3,2,No,10.48,0
4369,44.0,Femenino,España,37,Premium,5.3,1,3,No,26.63,0
4370,35.0,Femenino,México,11,Básico,12.0,2,6,Sí,7.96,1
4371,33.0,Masculino,México,3,Básico,9.7,3,3,No,10.09,0
4372,52.0,Femenino,España,35,Básico,10.1,3,5,Sí,11.7,1
4373,32.0,Masculino,España,39,Básico,9.5,3,1,No,10.28,1
4374,28.0,Masculino,Argentina,29,Básico,10.0,1,1,Sí,10.48,1
4375,40.0,Femenino,Argentina,25,Premium,9.6,2,1,No,32.01,0
4376,44.0,Masculino,México,56,Básico,12.3,3,2,Sí,12.32,0
4377,36.0,Femenino,México,18,Premium,1.7,2,1,Sí,30.31,0
4378,26.0,Femenino,México,5,Básico,10.7,5,4,No,9.87,0
4379,62.0,Masculino,Chile,33,Básico,13.9,4,0,Sí,7.82,0
4380,41.0,,México,54,Básico,8.0,2,2,No,8.4,0
4381,34.0,Femenino,Perú,54,Estándar,3.6,3,0,No,22.05,0
4382,44.0,Femenino,Perú,51,Básico,12.7,4,2,No,15.67,0
4383,37.0,Femenino,Perú,54,Estándar,9.2,4,0,No,20.18,0
4384,34.0,Femenino,Chile,34,Estándar,12.3,1,1,Sí,17.93,0
4385,45.0,Masculino,Perú,34,Estándar,6.6,5,1,No,19.22,0
4386,34.0,Masculino,Chile,25,Premium,7.6,5,2,No,21.94,0
4387,35.0,,Chile,30,Premium,5.0,2,2,No,34.36,0
4388,40.0,Masculino,España,44,Estándar,14.7,3,3,No,18.15,0
4389,38.0,Femenino,Argentina,52,Estándar,8.3,3,6,No,29.22,0
4390,30.0,Masculino,España,20,Premium,10.2,4,3,Sí,27.06,0
4391,17.0,Masculino,Chile,40,Estándar,10.5,2,2,No,23.7,0
4392,37.0,Femenino,Argentina,6,Premium,7.1,4,0,No,23.17,0
4393,28.0,Masculino,España,49,Premium,4.6,3,3,Sí,31.18,0
4394,24.0,Femenino,México,5,Estándar,9.6,3,4,Sí,28.73,0
4395,41.0,Femenino,España,51,Básico,1.3,3,3,No,5.61,1
4396,36.0,Femenino,Chile,43,Estándar,13.3,3,0,No,20.03,0
4397,22.0,Femenino,Argentina,31,Estándar,2.1,3,8,Sí,19.69,0
4398,38.0,Femenino,México,56,Estándar,8.6,4,1,No,16.91,0
4399,30.0,Masculino,España,15,Estándar,11.7,2,4,No,18.57,0
4400,27.0,Masculino,Argentina,7,Básico,12.5,3,2,Sí,12.29,1
4401,15.0,Femenino,Chile,34,Premium,6.4,5,2,Sí,31.06,0
4402,37.0,Masculino,Perú,50,Estándar,5.2,4,5,No,19.78,0
4403,33.0,Femenino,Perú,55,Premium,9.1,3,4,No,36.99,0
4404,116.0,Femenino,Argentina,56,Estándar,9.9,4,3,Sí,23.4,0
4405,43.0,Masculino,Perú,56,Premium,10.1,3,2,Sí,29.92,0
